DRXMC,DRXMCD
206147,"Escarole, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206148,"Tuna noodle casserole with cream or white sauce W/ VEGETABLE OIL, (INCLUDE OIL, NFS)"
206152,"Chicken, drumstick, coated, baked or fried, prepared skinless, NS as to coating eaten W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206158,"Chicken, breast, fried, no coating, NS as to skin eaten W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206162,"Scrambled egg, made from packaged liquid mixture W/ ANIMAL FAT OR MEAT DRIPPINGS"
206163,"Sweetpotato, baked, peel not eaten, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206164,"Cabbage salad or coleslaw with apples and/or raisins, with dressing W/ CREAMY DRESSING, MADE W/ SOUR CREAM AND/OR BUTTERMILK AND OIL, REDUCED CALORIE (INCLUDE KRAFT REDUCED CALORIE CREAMY CUCUMBER DRE"
206170,"Croaker, floured or breaded, fried W/ ANIMAL FAT OR DRIPPINGS"
206180,"Sweetpotato, fried W/ MARGARINE, NFS"
206181,Macaroni or pasta salad W/ FRENCH DRESSING
206182,"Pasta or macaroni salad with meat and oil and vinegar-type dressing W/ ITALIAN DRESSING, LOW CALORIE"
206184,"Shrimp, baked or broiled W/ ANIMAL FAT OR DRIPPINGS"
206187,Tuna salad W/ ITALIAN DRESSING MADE WITH VINEGAR AND OIL (INCLUDE CHRISTIE'S GREEK DRESSING...)
206188,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten W/ MARGARINE, NFS"
206191,"Turnip, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206192,"Squash, winter type, baked, fat added in cooking, no sugar added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206193,"Corn, white, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"
206194,Chicken or turkey salad W/O SALAD DRESSING
206196,"Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added W/ 1% FAT MILK"
206198,"Turnip greens, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206199,"Chicken, breast, coated, baked or fried, prepared skinless, coating eaten W/ BUTTER, NFS"
206206,"Peas and carrots, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206211,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206212,"Rice, cooked, NS as to type, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206215,"Squash, summer, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206216,"Egg omelet or scrambled egg, with chorizo W/ ANIMAL FAT OR MEAT DRIPPINGS"
206218,"Egg omelet or scrambled egg, with ham or bacon W/ ANIMAL FAT OR MEAT DRIPPINGS"
206221,"Pudding, bread W/ WATER"
206222,"Fish, NS as to type, breaded or battered, baked W/ VEGETABLE OIL (INCLUDE OIL, NFS)"
206223,"Onion, young green, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206227,"Shrimp scampi W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206233,"Pudding, bread W/ WHOLE MILK"
206238,"White beans, dry, cooked, fat added in cooking W/ VEGETABLE SHORTENING"
206239,"Egg substitute, NS as to powdered, frozen, or liquid W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206242,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating not eaten W/ MARGARINE, NFS"
206244,"Corn, yellow, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206245,"Scrambled egg, made from powdered mixture W/ ANIMAL FAT OR MEAT DRIPPINGS"
206246,"Peppers, hot, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"
206247,"Egg omelet or scrambled egg, with hot dogs W/ BUTTER, NFS"
206248,"Hominy, cooked, fat added in cooking W/ANIMAL FAT OR MEAT DRIPPINGS"
206250,"Peppers, green, cooked, fat added in cooking W/ VEGETABLE SHORTENING"
206251,"Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added W/ WHOLE MILK"
206252,"Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking  W/ CREAM, HALF & HALF"
206253,"Squash, winter, baked with cheese W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206256,"Eggplant parmesan casserole, regular W/ MARGARINE, NFS"
206257,"Turnip, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206259,"Pudding, tapioca, made from dry mix, made with milk W/ SOY MILK"
206263,"Greens, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206266,"Macaroni or pasta salad with cheese W/ MOZZARELLA CHEESE,NFS AND W/ ITALIAN DRESSING"
206269,"Scrambled egg, made from powdered mixture W/ BUTTER, NFS"
206273,"Artichoke, globe (French), cooked, from fresh, fat added in cooking W/ BUTTER, NFS"
206275,"Shrimp creole, no rice W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206276,"Egg omelet or scrambled egg, with sausage and mushrooms W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206277,"Lobster, baked or broiled W/ VEGETABLE OIL, NFS (INCLUDE OIL NFS)"
206280,"Macaroni, creamed W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206281,Shrimp salad W/ MAYONNAISE-TYPE SALAD DRESSING (INCLUDE MIRACLE WHIP)
206282,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating not eaten W/O FAT"
206283,"Collards, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206284,"Collards, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206285,Pea salad W/ VINEGAR AND OIL
206288,Macaroni or pasta salad with crab meat W/ MAYONNAISE-TYPE SALAD DRESSING (INCLUDE MIRACLE WHIP)
206291,Potato salad W/ NONFAT YOGURT
206292,"Artichoke, globe (French), cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206294,"Cauliflower, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206298,"Whiting, breaded or battered, baked W/ VEGETABLE OIL, NFS (INCLUDED OIL, NFS)"
206301,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206304,"Dirty rice W/ MARGARINE, NFS"
206305,"Macaroni or pasta salad with cheese W/ MAYONNAISE-TYPE SALAD DRESSING, FAT FREE"
206307,"Custard, Puerto Rican style (Flan) W/ HEAVY CREAM"
206311,"Beets, canned, low sodium, fat added in cooking W/ BUTTER, NFS"
206314,"Egg omelet or scrambled egg, with sausage and cheese W/ ANIMAL FAT AND MEAT DRIPPINGS"
206323,"Asparagus, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206325,"Bean sprouts, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206328,"Squash, summer, yellow or green, breaded or battered, fried W/ VEGETABLE SHORTENING"
206329,"Beans, string, cooked, from frozen, NS as to color, fat added in cooking W/ BUTTER, NFS"
206334,"Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten W/ MARGARINE, NFS"
206335,Macaroni or pasta salad with cheese W/ COLESLAW DRESSING
206336,Macaroni or pasta salad with egg W/ COLESLAW DRESSING
206339,"Ground beef or patty, breaded, cooked W/ EXTRA LEAN GROUND BEEF"
206340,"Whiting, breaded or battered, baked  W/O FAT"
206343,"Macaroni or pasta salad with chicken W/ MAYONNAISE-TYPE SALAD DRESSING, LOW CALORIE OR DIET (INCLUDE MIRACLE WHIP LIGHT)"
206344,"Corn, yellow and white, cooked, from canned, fat added in cooking W/ BUTTER, NFS"
206347,"Chicken, thigh, coated, baked or fried, prepared skinless, coating eaten W/O FAT"
206348,Custard W/ 1% MILK
206349,"Spinach, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206359,"Corn, yellow, NS as to form, cream style, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206361,"Beets, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR DRIPPINGS"
206364,"Crab, baked or broiled W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206365,"Beet greens, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206369,"Scrambled egg, made from cholesterol-free frozen mixture with vegetables W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206371,"Mushrooms, stuffed W/ SHRIMP"
206374,"Tomatoes, green, cooked, from fresh W/O FAT"
206375,Refried beans W/ ANIMAL FAT OR MEAT DRIPPINGS
206381,"Chicken, thigh, fried, no coating, skin eaten W/ MARGARINE, NFS"
206382,"Tomatoes, green, cooked, NS as to form W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206384,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten W/ ANIMAL FAT OR MEAT DRIPPINGS"
206387,"Macaroni or pasta salad with chicken W/ ITALIAN DRESSING, REDUCED CALORIE"
206390,Beets with Harvard sauce W/O FAT
206391,"Pudding, rice W/ SOY MILK"
206393,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten W/ ANIMAL FAT OR MEAT DRIPPINGS"
206394,Beef (roast) hash W/O FAT
206395,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten W/ MARGARINE, NFS"
206397,"Catfish, floured or breaded, fried W/ MARGARINE, NFS"
206400,"Tuna noodle casserole with cream or white sauce W/ BUTTER, NFS"
206404,"Tuna, fresh, floured or breaded, fried W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206405,"Coffee, latte W/ WHOLE MILK"
206406,"Whole wheat cereal, wheat and barley, cooked, fat added in cooking W/ MILK"
206407,"Mackerel, baked or broiled W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206408,"Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking W/ MILK"
206409,"Coffee, latte W/ SOY MILK"
206410,"Rice, brown, cooked, instant, fat added in cooking W/ VEGETABLE SHORTENING"
206411,"Beets, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206413,Potato salad W/ BLUE OR ROQUEFORT CHEESE DRESSING
206417,"Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking W/ MILK"
206418,"Oatmeal, cooked, instant, fat added in cooking W/ MILK"
206422,"Tomato and okra, cooked, fat added in cooking W/ BUTTER, NFS"
206423,"Coffee, mocha W/ WHOLE MILK"
206425,"Squash, summer, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206435,"Peas and corn, cooked, fat added in cooking W/ BUTTER, NFS"
206436,"Wheat, cream of, cooked, regular, fat not added in cooking W/ MILK"
206440,"Coffee, latte W/ 1% MILK"
206442,"Coffee, latte, decaffeinated W/ 1% MILK"
206444,"Coffee, latte, decaffeinated W/ WHOLE MILK"
206449,Apple salad with dressing W/ SOUR CREAM
206451,Milk fruit drink W/ SKIM MILK
206452,Tuna salad with egg W/0 SALAD DRESSING
206453,"Wheat, cream of, cooked, regular, fat added in cooking W/ MILK"
206454,"Oatmeal, cooked, regular, fat added in cooking W/ MILK"
206456,Macaroni or pasta salad W/ IMITATION MAYONNAISE
206457,"Cucumber, cooked, fat added in cooking W/ BUTTER, NFS"
206458,"Egg omelet or scrambled egg, with chorizo W/ BUTTER, NFS"
206459,"Spinach, cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206461,"Salmon, battered, fried W/ MARGARINE"
206462,Cucumber salad with creamy dressing W/ RANCH DRESSING
206464,"Black, brown, or Bayo beans, dry, cooked, fat added in cooking W/ BUTTER, NFS"
206465,"Pumpkin, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206466,"Beets, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"
206468,"Oatmeal, cooked, instant, fat not added in cooking W/ CREAM SUBSITUTE, LIQUID"
206472,"Cabbage salad or coleslaw, with dressing W/ MAYONNAISE, IMITATION, CHOLESTEROL FREE"
206474,"Tomato and onion, cooked, fat added in cooking W/ BUTTER, NFS"
206478,"Pudding, bread W/ SKIM MILK"
206480,"Tomatoes, red, from fresh, fried W/ MARGARINE, NFS"
206481,"Cabbage salad or coleslaw, with dressing W/ FRENCH DRESSING"
206483,"Egg omelet or scrambled egg, with sausage  W/ BUTTER, NFS"
206484,Fruit salad (including citrus fruits) with salad dressing or mayonnaise W/ MAYONNAISE-TYPE SALAD DRESSING (INCLUDE MIRACLE WHIP)
206488,Spanish rice W/ ANIMAL FAT OR MEAT DRIPPINGS
206489,"Okra, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206490,"Corn, yellow and white, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206491,Macaroni or pasta salad with chicken W/O DRESSING
206492,"Artichoke, globe (French), cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206493,Macaroni or pasta salad with egg W/ ITALIAN DRESSING
206499,"Instant breakfast, powder, milk added W/ 1% MILK"
206502,"Cucumber, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206509,"Macaroni or pasta salad with tuna and egg W/ MAYONNAISE, LOW CALORIE OR DIET (INCLUDE HELLMAN'S LIGHT MAYONNAISE....)"
206511,"Cucumber salad made with cucumber, oil, and vinegar W/ ITALIAN DRESSING, LOW CAlORIE (INCLUDE WIHSBONE LITE DIJON VINAIGRETTE, MCDONALD'S LITE VINAIGRETTE)"
206514,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking W/ SHORTENING"
206515,"Potato salad W/ RUSSIAN DRESSING, LOW CALORIE"
206519,"Crab salad made with imitation crab W/ MAYONNAISE, LOW CALORIE OR DIET"
206520,Tuna salad W/ IMITATION MAYONNAISE
206521,"Macaroni or pasta salad with cheese W/ ITALIAN DRESSING, REDUCED CALORIE"
206522,"Grits, cooked, corn or hominy, quick, fat not added in cooking W/ MILK"
206524,"Okra, cooked, from canned, fat added in cooking W/ BUTTER, NFS"
206526,"Chicken, leg (drumstick and thigh), fried, no coating, skin eaten W/ MARGARINE, NFS"
206527,"Turkey, light meat, breaded, baked or fried, skin not eaten W/ BUTTER, NFS"
206528,"Celery soup, cream of, prepared with milk MADE W/ 1/2 CAN OF MILK"
206529,"Vegetables, NS as to type, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206533,Tuna salad with egg W/ IMITATION MAYONNAISE
206534,"Snails, cooked, NS as to cooking method W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206535,"Brussels sprouts, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206536,"Beans, lima, immature, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDES OIL, NFS)"
206537,"Oatmeal, multigrain, cooked, fat not added in cooking W/ MILK"
206539,"Apple salad with dressing W/ YOGURT, NS AS TO TYPE OF MILK OR FLAVOR"
206540,"Cassava (yuca blanca), cooked, fat added in cooking W/ BUTTER, NFS"
206544,"Whiting, battered, fried W/ BUTTER"
206545,Fruit salad (including citrus fruits) with salad dressing or mayonnaise W/ FAT FREE RANCH DRESSING
206547,"Macaroni or pasta salad W/ ITALIAN DRESSING, REDUCED CALORIE"
206549,"Cabbage salad or coleslaw, with dressing W/ MAYONNAISE, IMITATION"
206550,"Chicken, leg (drumstick and thigh), fried, no coating, skin not eaten W/ MARGARINE, NFS"
206552,"Grits, cooked, corn or hominy, regular, fat not added in cooking W/ MILK"
206554,Dirty rice W/O FAT
206555,"Oysters, baked or broiled W/ BUTTER, NFS"
206556,"Artichoke, globe (French), cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206557,"Perch, floured or breaded, fried W/ MARGARINE, NFS"
206559,"Scrambled egg, made from cholesterol-free frozen mixture W/ ANIMAL FAT OR MEAT DRIPPINGS"
206560,"Cucumber salad with creamy dressing W/ FRENCH DRESSING, REDUCED CALORIE, FAT FREE, CHOLESTEROL-FREE"
206561,"Carnation Good Start, with iron, infant formula, prepared from powder MADE W/ 1 SCOOP OF POWDER PER 1.5 FLUID OUNCES OF WATER"
206562,"Mustard greens, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206563,Cappuccino W/ HALF AND HALF CREAM
206564,"Huevos rancheros W/ BUTTER, NFS"
206567,"Beans, lima, immature, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206568,"Cassava (yuca blanca), cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206569,"Oysters, baked or broiled  W/O FAT"
206570,"Spinach dip, sour cream base W/ SOUR CREAM, REDUCED FAT"
206571,"Shrimp, floured, breaded, or battered, fried W/ ANIMAL FAT OR MEAT DRIPPINGS"
206573,Tuna salad W/ BLUE OR ROQUEFORT CHEESE DRESSING LOW CALORIE
206574,"Egg omelet or scrambled egg, with mushrooms  W/O FAT"
206577,"Pink beans, dry, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206578,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten W/O FAT"
206583,"Pudding, flavors other than chocolate, prepared from dry mix, milk added W/ EVAPORATED MILK, NS AS TO FAT CONTENT AND NS AS TO DILUTION"
206585,Macaroni or pasta salad with chicken W/ CAESAR DRESSING
206587,"Gravy, beef or meat, home recipe W/ MARGARINE"
206588,"Macaroni or noodles with cheese and pork or ham W/ VEGETABLE OIL, NFS"
206590,Macaroni or pasta salad with tuna and egg W/ MAYONNAISE TYPE SALAD DRESSING
206596,"Squash, summer, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR DRIPPINGS"
206598,"Frappuccino, regular W/ 1% MILK"
206599,"Frappuccino, decaffeinated W/ 1% MILK"
206600,"Gravy, poultry, home recipe W/O FAT"
206601,"Peas, green, canned, low sodium, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206604,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking W/ BUTTER, NFS"
206605,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce) W/ BUTTER, NFS"
206608,"Beans, green, and potatoes, cooked, fat added in cooking W/ BUTTER, NFS"
206609,"Chickpeas, dry, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206612,"Gravy, poultry, home recipe W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206615,"Macaroni or pasta salad with shrimp  W/ ITALIAN DRESSING, REDUCED CALORTE, FAT FREE"
206616,"Onions, mature, cooked or sauteed, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS"
206618,"Chicken, NS as to part, fried, no coating, skin not eaten W/ BUTTER, NFS"
206619,"Frappuccino, regular W/ 2% MILK"
206620,"Sweetpotato, candied W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206621,"Gravy, beef or meat, home recipe W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"
206622,"Sweetpotato, candied W/ ANIMAL FAT OR MEAT DRIPPINGS"
206623,"Lentils, dry, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206627,"Chicken or turkey salad W/ ITALIAN DRESSING, LOW CALORIE (INCUDES WISHBONE LITE DIJON VINAIGRETTE; MCDONALD'S LITE VINAIGRETTE)"
206628,"Potato salad with egg W/ FRENCH DRESSING, REDUCED CALORIE"
206630,"Pudding, flavors other than chocolate, prepared from dry mix, milk added W/ MILK, CONDENSED, SWEETENED NS AS TO DILUTION"
206631,"Collards, cooked, from fresh, fat added in cooking W/ BUTTER. NFS"
206632,Fruit salad (excluding citrus fruits) with cream W/ YOGURT
206635,"Cabbage salad or coleslaw, with dressing W/ ITALIAN DRESSING, REDUCED CALORIE, FAT FREE"
206637,"Peppers, red, cooked, fat added in cooking W/ BUTTER, NFS"
206640,"Corn, white, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206641,"White potato, home fries, with green or red peppers and onions W/O FAT"
206643,"Escarole, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"
206644,"Gravy, beef or meat, home recipe W/O FAT"
206647,Seafood salad W/ MAYONNAISE-TYPE SALAD DRESSING (INCLUDE MIRACLE WHIP)
206651,Macaroni or pasta salad with cheese W/O DRESSING
206653,"Carrots, cooked, from frozen, glazed W/O FAT"
206654,"Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten W/ BUTTER, NFS"
206659,Crab salad W/O DRESSING
